Angle,NodeIdx,S_mm,Curvature,ElasticEnergy,MagEnergy
0,47,497.93905363129323,29.130844676409133,0.0032440854484203116,0.0
0,48,554.0552777357385,44.23785258361064,0.034500579330316854,-0.0007468438300608253
0,49,627.228997641499,5.042164181965536,0.00021916451566271976,0.0
0,50,710.6399824962361,32.65640167999583,0.010479511729476547,0.0
0,51,810.6734926146514,7.021217558076684,0.0015492454927603242,-0.0007019120959864785
0,52,916.4914158093616,18.083941081419074,0.00407686697468203,0.0
0,53,1024.946414685479,8.01213407842368,0.0008202139120694849,0.0
0,54,1141.8837488339386,2.169476392623989,0.00017290713665298513,9.30316227075166e-05
0,55,1264.4979320230468,0.0005728225420778224,4.7398221954936294e-12,0.0
0,56,1387.1101844510044,9.110492980124693e-05,1.1989436357664893e-13,0.0
10,1,0.0,0.0,0.0,0.0
10,2,0.0,0.0,0.0,0.0
10,3,0.0,0.0,0.0,0.0
10,4,0.0,0.0,0.0,0.0
10,5,0.0,0.0,0.0,0.0
10,6,0.0,0.0,0.0,0.0
10,7,0.0,0.0,0.0,0.0
10,8,0.0,0.0,0.0,0.0
10,9,0.0,0.0,0.0,0.0
10,10,0.0,0.0,0.0,0.0
10,11,0.0,0.0,0.0,0.0
10,12,0.0,0.0,0.0,0.0
10,13,0.0,0.0,0.0,0.0
10,14,0.0,0.0,0.0,0.0
10,15,0.0,0.0,0.0,0.0
10,16,0.0,0.0,0.0,0.0
10,17,0.0,0.0,0.0,0.0
10,18,0.0,0.0,0.0,0.0
10,19,0.0,0.0,0.0,0.0
10,20,0.0,0.0,0.0,0.0
10,21,0.0,0.0,0.0,0.0
10,22,0.0,0.0,0.0,0.0
10,23,0.0,0.0,0.0,0.0
10,24,0.0,0.0,0.0,0.0
10,25,0.0,0.0,0.0,0.0
10,26,0.0,0.0,0.0,0.0
10,27,0.0,0.0,0.0,0.0
10,28,0.0,0.0,0.0,0.0
10,29,0.0,0.0,0.0,0.0
10,30,0.0,0.0,0.0,0.0
10,31,0.0,0.0,0.0,0.0
10,32,0.0,0.0,0.0,0.0
10,33,0.0,0.0,0.0,0.0
10,34,0.0,0.0,0.0,0.0
10,35,0.0,0.0,0.0,0.0
10,36,0.0,0.0,0.0,0.0
10,37,0.0,0.0,0.0,0.0
10,38,0.0,0.0,0.0,0.0
10,39,0.0,0.0,0.0,0.0
10,40,0.0,0.0,0.0,0.0
10,41,0.0,0.0,0.0,0.0
10,42,0.0,0.0,0.0,0.0
10,43,0.0,0.0,0.0,0.0
10,44,0.0,0.0,0.0,0.0
10,45,450.00000191586014,7.498157498103301e-13,2.980593657987576e-29,0.0
10,46,466.11920807000064,44.73944640958523,0.003801071176934012,0.0
10,47,504.15025581372475,72.60445632823229,0.02361815596086868,0.0
10,48,560.7886865111282,48.07746996149516,0.04112863487013781,-0.0007504290647843608
10,49,636.8225328998036,37.158844633443834,0.012368371057485894,0.0
10,50,723.706460328605,31.395308970510257,0.010089046123288384,0.0
10,51,821.3828440614916,24.46528333598523,0.01836707268163136,-0.0002930378277472902
10,52,928.8310542836554,16.957900367844054,0.003640193626168398,0.0
10,53,1044.2310067694884,24.62347684566491,0.008243004205527722,0.0
10,54,1167.6399012327754,14.34651510974664,0.007979747963897455,0.00016174402731528143
10,55,1297.7680196253095,2.2549069030666464,7.79488159829793e-05,0.0
10,56,1428.6199617242899,22.497040906299844,0.00780211072203222,0.0
20,1,0.0,0.0,0.0,0.0
20,2,0.0,0.0,0.0,0.0
20,3,0.0,0.0,0.0,0.0
20,4,0.0,0.0,0.0,0.0
20,5,0.0,0.0,0.0,0.0
20,6,0.0,0.0,0.0,0.0
20,7,0.0,0.0,0.0,0.0
20,8,0.0,0.0,0.0,0.0
20,9,0.0,0.0,0.0,0.0
20,10,0.0,0.0,0.0,0.0
20,11,0.0,0.0,0.0,0.0
20,12,0.0,0.0,0.0,0.0
20,13,0.0,0.0,0.0,0.0
20,14,0.0,0.0,0.0,0.0
20,15,0.0,0.0,0.0,0.0
20,16,0.0,0.0,0.0,0.0
20,17,0.0,0.0,0.0,0.0
20,18,0.0,0.0,0.0,0.0
20,19,0.0,0.0,0.0,0.0
20,20,0.0,0.0,0.0,0.0
20,21,0.0,0.0,0.0,0.0
20,22,0.0,0.0,0.0,0.0
20,23,0.0,0.0,0.0,0.0
20,24,0.0,0.0,0.0,0.0
20,25,0.0,0.0,0.0,0.0
20,26,0.0,0.0,0.0,0.0
20,27,0.0,0.0,0.0,0.0
20,28,0.0,0.0,0.0,0.0
20,29,0.0,0.0,0.0,0.0
20,30,0.0,0.0,0.0,0.0
20,31,0.0,0.0,0.0,0.0
20,32,0.0,0.0,0.0,0.0
20,33,0.0,0.0,0.0,0.0
20,34,0.0,0.0,0.0,0.0
20,35,0.0,0.0,0.0,0.0
20,36,0.0,0.0,0.0,0.0
20,37,0.0,0.0,0.0,0.0
20,38,0.0,0.0,0.0,0.0
20,39,0.0,0.0,0.0,0.0
20,40,0.0,0.0,0.0,0.0
20,41,0.0,0.0,0.0,0.0
20,42,0.0,0.0,0.0,0.0
20,43,0.0,0.0,0.0,0.0
20,44,0.0,0.0,0.0,0.0
20,45,450.0000019158629,2.125746371148627e-12,2.3956123801317723e-28,0.0
20,46,464.788320087596,80.72975647169423,0.011354478991544096,0.0
20,47,496.5545047174279,53.88466035185547,0.010866170010353565,0.0
20,48,547.2741041354509,5.355937069860649,0.00045708463086228094,0.000834222798806645
20,49,608.4932565219601,50.757048927288096,0.01858066187449221,0.0
20,50,681.0657876569937,18.83998441994861,0.003034691088916961,0.0
20,51,765.1422063020206,1.7071783591183989,7.698070256378253e-05,0.0003590784982862714
20,52,860.0105498685352,17.32817890825304,0.003355894541030377,0.0
20,53,959.0565248734943,6.22575466569509,0.0004522743700457929,0.0
20,54,1063.2831990086017,13.60042157942,0.006056664171136877,0.0008050076139820125
20,55,1166.353205404135,0.0039068524246132965,1.8533927372990507e-10,0.0
20,56,1270.6398031378262,7.160534728226026,0.0006299419788670581,0.0
30,1,0.0,0.0,0.0,0.0
30,2,0.0,0.0,0.0,0.0
30,3,0.0,0.0,0.0,0.0
30,4,0.0,0.0,0.0,0.0
30,5,0.0,0.0,0.0,0.0
30,6,0.0,0.0,0.0,0.0
30,7,0.0,0.0,0.0,0.0
30,8,0.0,0.0,0.0,0.0
30,9,0.0,0.0,0.0,0.0
30,10,0.0,0.0,0.0,0.0
30,11,0.0,0.0,0.0,0.0
30,12,0.0,0.0,0.0,0.0
30,13,0.0,0.0,0.0,0.0
30,14,0.0,0.0,0.0,0.0
30,15,0.0,0.0,0.0,0.0
30,16,0.0,0.0,0.0,0.0
30,17,0.0,0.0,0.0,0.0
30,18,0.0,0.0,0.0,0.0
30,19,0.0,0.0,0.0,0.0
30,20,0.0,0.0,0.0,0.0
30,21,0.0,0.0,0.0,0.0
30,22,0.0,0.0,0.0,0.0
30,23,0.0,0.0,0.0,0.0
30,24,0.0,0.0,0.0,0.0
30,25,0.0,0.0,0.0,0.0
30,26,0.0,0.0,0.0,0.0
30,27,0.0,0.0,0.0,0.0
30,28,0.0,0.0,0.0,0.0
30,29,0.0,0.0,0.0,0.0
30,30,0.0,0.0,0.0,0.0
30,31,0.0,0.0,0.0,0.0
30,32,0.0,0.0,0.0,0.0
30,33,0.0,0.0,0.0,0.0
30,34,0.0,0.0,0.0,0.0
30,35,0.0,0.0,0.0,0.0
30,36,0.0,0.0,0.0,0.0
30,37,0.0,0.0,0.0,0.0
30,38,0.0,0.0,0.0,0.0
30,39,0.0,0.0,0.0,0.0
30,40,0.0,0.0,0.0,0.0
30,41,0.0,0.0,0.0,0.0
30,42,0.0,0.0,0.0,0.0
30,43,0.0,0.0,0.0,0.0
30,44,0.0,0.0,0.0,0.0
30,45,450.0000019158631,2.3347053694800493e-12,2.889733683985003e-28,0.0
30,46,463.24267420663574,57.545946142476105,0.0051663787597965504,0.0
30,47,488.2489210445891,55.81500243657451,0.009177651245419525,0.0
30,48,526.840264019368,74.83567913354447,0.06789802993718365,-0.0006802965992337918
30,49,573.3516530689714,7.992675300065566,0.00035004573515182754,0.0
30,50,628.9869084544827,25.332462141421892,0.004206162343377131,0.0
30,51,694.4064733082745,31.23801589237594,0.02005508037128102,0.0008618619743348
30,52,768.5771258373395,41.15916744557746,0.014802886289301376,0.0
30,53,847.015578239869,1.358356110238091,1.7050512528406175e-05,0.0
30,54,934.6473191978654,10.605786382700709,0.0030966852355948666,0.00032292784122721563
30,55,1031.4099409985597,0.0019671621897870144,4.4113254990237384e-11,0.0
30,56,1128.055360654669,0.00026063124952452587,7.734199831307444e-13,0.0
40,1,0.0,0.0,0.0,0.0
40,2,0.0,0.0,0.0,0.0
40,3,0.0,0.0,0.0,0.0
40,4,0.0,0.0,0.0,0.0
40,5,0.0,0.0,0.0,0.0
40,6,0.0,0.0,0.0,0.0
40,7,0.0,0.0,0.0,0.0
40,8,0.0,0.0,0.0,0.0
40,9,0.0,0.0,0.0,0.0
40,10,0.0,0.0,0.0,0.0
40,11,0.0,0.0,0.0,0.0
40,12,0.0,0.0,0.0,0.0
40,13,0.0,0.0,0.0,0.0
40,14,0.0,0.0,0.0,0.0
40,15,0.0,0.0,0.0,0.0
40,16,0.0,0.0,0.0,0.0
40,17,0.0,0.0,0.0,0.0
40,18,0.0,0.0,0.0,0.0
40,19,0.0,0.0,0.0,0.0
40,20,0.0,0.0,0.0,0.0
40,21,0.0,0.0,0.0,0.0
40,22,0.0,0.0,0.0,0.0
40,23,0.0,0.0,0.0,0.0
40,24,0.0,0.0,0.0,0.0
40,25,0.0,0.0,0.0,0.0
40,26,0.0,0.0,0.0,0.0
40,27,0.0,0.0,0.0,0.0
40,28,0.0,0.0,0.0,0.0
40,29,0.0,0.0,0.0,0.0
40,30,0.0,0.0,0.0,0.0
40,31,0.0,0.0,0.0,0.0
40,32,0.0,0.0,0.0,0.0
40,33,0.0,0.0,0.0,0.0
40,34,0.0,0.0,0.0,0.0
40,35,0.0,0.0,0.0,0.0
40,36,0.0,0.0,0.0,0.0
40,37,0.0,0.0,0.0,0.0
40,38,0.0,0.0,0.0,0.0
40,39,0.0,0.0,0.0,0.0
40,40,0.0,0.0,0.0,0.0
40,41,0.0,0.0,0.0,0.0
40,42,0.0,0.0,0.0,0.0
40,43,0.0,0.0,0.0,0.0
40,44,0.0,0.0,0.0,0.0
40,45,450.00000191586423,2.6942450043267347e-12,3.8482903220180314e-28,0.0
40,46,464.49695222114116,1.8062658859010536,5.5721288431930245e-06,0.0
40,47,493.0509479099799,0.9270312057237103,2.890924417217425e-06,0.0
40,48,540.3140515975593,24.533670035709434,0.008937110964226991,-0.0007836791326781823
40,49,599.352328503419,46.20233353933142,0.014847134269957006,0.0
40,50,672.7729467132659,17.93632636555343,0.002782698620471444,0.0
40,51,760.8327148397476,16.78059299025716,0.007790081797236262,0.00087272343949359
40,52,859.7976614233851,26.857992148535192,0.008410263834686871,0.0
40,53,964.3565924446114,0.32114910985556194,1.2704445663621714e-06,0.0
40,54,1081.6507081113402,9.76026796605909,0.0035103432145805785,0.0005772587468953033
40,55,1212.3731048629477,0.0006450728416301701,6.4083859296956345e-12,0.0
40,56,1342.7615408203233,6.641441085290637e-05,6.775554848180288e-14,0.0
50,1,0.0,0.0,0.0,0.0
50,2,0.0,0.0,0.0,0.0
50,3,0.0,0.0,0.0,0.0
50,4,0.0,0.0,0.0,0.0
50,5,0.0,0.0,0.0,0.0
50,6,0.0,0.0,0.0,0.0
50,7,0.0,0.0,0.0,0.0
50,8,0.0,0.0,0.0,0.0
50,9,0.0,0.0,0.0,0.0
50,10,0.0,0.0,0.0,0.0
50,11,0.0,0.0,0.0,0.0
50,12,0.0,0.0,0.0,0.0
50,13,0.0,0.0,0.0,0.0
50,14,0.0,0.0,0.0,0.0
50,15,0.0,0.0,0.0,0.0
50,16,0.0,0.0,0.0,0.0
50,17,0.0,0.0,0.0,0.0
50,18,0.0,0.0,0.0,0.0
50,19,0.0,0.0,0.0,0.0
50,20,0.0,0.0,0.0,0.0
50,21,0.0,0.0,0.0,0.0
50,22,0.0,0.0,0.0,0.0
50,23,0.0,0.0,0.0,0.0
50,24,0.0,0.0,0.0,0.0
50,25,0.0,0.0,0.0,0.0
50,26,0.0,0.0,0.0,0.0
50,27,0.0,0.0,0.0,0.0
50,28,0.0,0.0,0.0,0.0
50,29,0.0,0.0,0.0,0.0
50,30,0.0,0.0,0.0,0.0
50,31,0.0,0.0,0.0,0.0
50,32,0.0,0.0,0.0,0.0
50,33,0.0,0.0,0.0,0.0
50,34,0.0,0.0,0.0,0.0
50,35,0.0,0.0,0.0,0.0
50,36,0.0,0.0,0.0,0.0
50,37,0.0,0.0,0.0,0.0
50,38,0.0,0.0,0.0,0.0
50,39,0.0,0.0,0.0,0.0
50,40,0.0,0.0,0.0,0.0
50,41,0.0,0.0,0.0,0.0
50,42,0.0,0.0,0.0,0.0
50,43,0.0,0.0,0.0,0.0
50,44,0.0,0.0,0.0,0.0
50,45,450.00000191586304,2.6041052268678465e-12,3.595097843466415e-28,0.0
50,46,464.8983850244219,4.972223562213711,4.339318948409473e-05,0.0
50,47,495.0664665927415,2.4214220946302234,2.0838662254164172e-05,0.0
50,48,546.2283101193838,29.887335653362815,0.014357223456608618,0.0005685910704546957
50,49,618.5376398789164,25.605728376517963,0.005585341666236859,0.0
50,50,698.4187971005861,6.1182817230438475,0.00035227711383059124,0.0
50,51,795.7143782851963,0.5065815010086668,7.844073280830465e-06,0.0008918198497423271
50,52,907.6061262838871,7.653549794008655,0.0007721559513629173,0.0
50,53,1018.7356867114439,0.8212948744918744,8.830981235068196e-06,0.0
50,54,1136.7760974997427,3.9363957546926507,0.0005746165025139534,-0.0008877000342943288
50,55,1270.5599644955612,0.001273470370485432,2.5560101554198322e-11,0.0
50,56,1401.7089893763196,0.00018266590176756854,5.155385867632011e-13,0.0
60,1,0.0,0.0,0.0,0.0
60,2,0.0,0.0,0.0,0.0
60,3,0.0,0.0,0.0,0.0
60,4,0.0,0.0,0.0,0.0
60,5,0.0,0.0,0.0,0.0
60,6,0.0,0.0,0.0,0.0
60,7,0.0,0.0,0.0,0.0
60,8,0.0,0.0,0.0,0.0
60,9,0.0,0.0,0.0,0.0
60,10,0.0,0.0,0.0,0.0
60,11,0.0,0.0,0.0,0.0
60,12,0.0,0.0,0.0,0.0
60,13,0.0,0.0,0.0,0.0
60,14,0.0,0.0,0.0,0.0
60,15,0.0,0.0,0.0,0.0
60,16,0.0,0.0,0.0,0.0
60,17,0.0,0.0,0.0,0.0
60,18,0.0,0.0,0.0,0.0
60,19,0.0,0.0,0.0,0.0
60,20,0.0,0.0,0.0,0.0
60,21,0.0,0.0,0.0,0.0
60,22,0.0,0.0,0.0,0.0
60,23,0.0,0.0,0.0,0.0
60,24,0.0,0.0,0.0,0.0
60,25,0.0,0.0,0.0,0.0
60,26,0.0,0.0,0.0,0.0
60,27,0.0,0.0,0.0,0.0
60,28,0.0,0.0,0.0,0.0
60,29,0.0,0.0,0.0,0.0
60,30,0.0,0.0,0.0,0.0
60,31,0.0,0.0,0.0,0.0
60,32,0.0,0.0,0.0,0.0
60,33,0.0,0.0,0.0,0.0
60,34,0.0,0.0,0.0,0.0
60,35,0.0,0.0,0.0,0.0
60,36,0.0,0.0,0.0,0.0
60,37,0.0,0.0,0.0,0.0
60,38,0.0,0.0,0.0,0.0
60,39,0.0,0.0,0.0,0.0
60,40,0.0,0.0,0.0,0.0
60,41,0.0,0.0,0.0,0.0
60,42,0.0,0.0,0.0,0.0
60,43,0.0,0.0,0.0,0.0
60,44,0.0,0.0,0.0,0.0
60,45,450.00000191586497,5.063859852690536e-12,1.3594305058663238e-27,0.0
60,46,465.9001891557134,64.10701487855263,0.007698293915954597,0.0
60,47,499.78632538866304,30.232930445076448,0.003648914462131298,0.0
60,48,553.5991140374992,19.02437134507365,0.006118655477555325,0.00039110534312145615
60,49,628.0612890456057,41.15810424617738,0.014860300227122036,0.0
60,50,712.8106564020253,18.800711581230402,0.0035291179974407797,0.0
60,51,807.5504698738965,23.918960479644447,0.017028131702163427,0.0007786172593528091
60,52,909.8472595414327,14.24453017302691,0.002445340856487546,0.0
60,53,1017.2167809333556,23.738733622050997,0.0071281569233160764,0.0
60,54,1131.4847606075284,13.879525810770383,0.006915501490447427,-0.0008995662550024808
60,55,1247.1431039721697,0.0019337831452883418,5.095345635320929e-11,0.0
60,56,1362.596579202398,0.00024596603905842823,8.228836728303545e-13,0.0
70,1,0.0,0.0,0.0,0.0
70,2,0.0,0.0,0.0,0.0
70,3,0.0,0.0,0.0,0.0
70,4,0.0,0.0,0.0,0.0
70,5,0.0,0.0,0.0,0.0
70,6,0.0,0.0,0.0,0.0
70,7,0.0,0.0,0.0,0.0
70,8,0.0,0.0,0.0,0.0
70,9,0.0,0.0,0.0,0.0
70,10,0.0,0.0,0.0,0.0
70,11,0.0,0.0,0.0,0.0
70,12,0.0,0.0,0.0,0.0
70,13,0.0,0.0,0.0,0.0
70,14,0.0,0.0,0.0,0.0
70,15,0.0,0.0,0.0,0.0
70,16,0.0,0.0,0.0,0.0
70,17,0.0,0.0,0.0,0.0
70,18,0.0,0.0,0.0,0.0
70,19,0.0,0.0,0.0,0.0
70,20,0.0,0.0,0.0,0.0
70,21,0.0,0.0,0.0,0.0
70,22,0.0,0.0,0.0,0.0
70,23,0.0,0.0,0.0,0.0
70,24,0.0,0.0,0.0,0.0
70,25,0.0,0.0,0.0,0.0
70,26,0.0,0.0,0.0,0.0
70,27,0.0,0.0,0.0,0.0
70,28,0.0,0.0,0.0,0.0
70,29,0.0,0.0,0.0,0.0
70,30,0.0,0.0,0.0,0.0
70,31,0.0,0.0,0.0,0.0
70,32,0.0,0.0,0.0,0.0
70,33,0.0,0.0,0.0,0.0
70,34,0.0,0.0,0.0,0.0
70,35,0.0,0.0,0.0,0.0
70,36,0.0,0.0,0.0,0.0
70,37,0.0,0.0,0.0,0.0
70,38,0.0,0.0,0.0,0.0
70,39,0.0,0.0,0.0,0.0
70,40,0.0,0.0,0.0,0.0
70,41,0.0,0.0,0.0,0.0
70,42,0.0,0.0,0.0,0.0
70,43,0.0,0.0,0.0,0.0
70,44,0.0,0.0,0.0,0.0
70,45,450.00000191586423,7.876993594115302e-12,3.2893844922317556e-27,0.0
70,46,464.127754243513,35.39242144385741,0.002084849773121874,0.0
70,47,491.9800491130765,14.097362898878815,0.0006521055313783263,0.0
70,48,537.5806171618565,53.646314272280975,0.0412287249925947,0.0008403191368006225
70,49,593.4649856932174,40.96595609053075,0.011048865292816934,0.0
70,50,657.8631557589259,0.028490701308330733,6.158301486093214e-09,0.0
70,51,738.374392094761,3.8263071496841823,0.0003703105004455676,0.000550785879556271
70,52,822.0933048781587,36.69127105102907,0.013277925686093232,0.0
70,53,912.6116700672665,23.32023175399662,0.005799406705111452,0.0
70,54,1011.1238717768538,26.960138665633274,0.02249490385973071,-0.0006380287461994388
70,55,1117.0108728124974,0.0005082755476926288,3.222717390948706e-12,0.0
70,56,1222.8677950873239,6.385783131749506e-05,5.085442334651754e-14,0.0
80,1,0.0,0.0,0.0,0.0
80,2,0.0,0.0,0.0,0.0
80,3,0.0,0.0,0.0,0.0
80,4,0.0,0.0,0.0,0.0
80,5,0.0,0.0,0.0,0.0
80,6,0.0,0.0,0.0,0.0
80,7,0.0,0.0,0.0,0.0
80,8,0.0,0.0,0.0,0.0
80,9,0.0,0.0,0.0,0.0
80,10,0.0,0.0,0.0,0.0
80,11,0.0,0.0,0.0,0.0
80,12,0.0,0.0,0.0,0.0
80,13,0.0,0.0,0.0,0.0
80,14,0.0,0.0,0.0,0.0
80,15,0.0,0.0,0.0,0.0
80,16,0.0,0.0,0.0,0.0
80,17,0.0,0.0,0.0,0.0
80,18,0.0,0.0,0.0,0.0
80,19,0.0,0.0,0.0,0.0
80,20,0.0,0.0,0.0,0.0
80,21,0.0,0.0,0.0,0.0
80,22,0.0,0.0,0.0,0.0
80,23,0.0,0.0,0.0,0.0
80,24,0.0,0.0,0.0,0.0
80,25,0.0,0.0,0.0,0.0
80,26,0.0,0.0,0.0,0.0
80,27,0.0,0.0,0.0,0.0
80,28,0.0,0.0,0.0,0.0
80,29,0.0,0.0,0.0,0.0
80,30,0.0,0.0,0.0,0.0
80,31,0.0,0.0,0.0,0.0
80,32,0.0,0.0,0.0,0.0
80,33,0.0,0.0,0.0,0.0
80,34,0.0,0.0,0.0,0.0
80,35,0.0,0.0,0.0,0.0
80,36,0.0,0.0,0.0,0.0
80,37,0.0,0.0,0.0,0.0
80,38,0.0,0.0,0.0,0.0
80,39,0.0,0.0,0.0,0.0
80,40,0.0,0.0,0.0,0.0
80,41,0.0,0.0,0.0,0.0
80,42,0.0,0.0,0.0,0.0
80,43,0.0,0.0,0.0,0.0
80,44,0.0,0.0,0.0,0.0
80,45,450.0000019158647,7.568217560134827e-12,3.0365530449324774e-27,0.0
80,46,464.5625494623342,149.20389500757207,0.038192564265562175,0.0
80,47,492.5583954869605,8.194622835016302,0.0002214790621409739,0.0
80,48,536.5548654620909,64.04478486924404,0.05669375826574835,-0.0008505514889429692
80,49,598.8633403412481,32.579592668199844,0.007791472854796052,0.0
80,50,670.4784309118968,0.344313035180654,1.0002132776939376e-06,0.0
80,51,755.2278192007584,13.413274194104929,0.004790226510589723,0.00032479058698609215
80,52,850.6519191061434,11.202313624931517,0.0014107649686214638,0.0
80,53,958.0393756218305,9.889312076049594,0.0012372767749015822,0.0
80,54,1069.8051236805923,8.436126956321859,0.002498876631212158,-0.0008684182037310437
80,55,1187.311963736068,0.0002241881767651379,6.957764067541657e-13,0.0
80,56,1304.3751164233433,5.41565080530713e-05,4.0448522665408366e-14,0.0
90,1,0.0,0.0,0.0,0.0
90,2,0.0,0.0,0.0,0.0
90,3,0.0,0.0,0.0,0.0
90,4,0.0,0.0,0.0,0.0
90,5,0.0,0.0,0.0,0.0
90,6,0.0,0.0,0.0,0.0
90,7,0.0,0.0,0.0,0.0
90,8,0.0,0.0,0.0,0.0
90,9,0.0,0.0,0.0,0.0
90,10,0.0,0.0,0.0,0.0
90,11,0.0,0.0,0.0,0.0
90,12,0.0,0.0,0.0,0.0
90,13,0.0,0.0,0.0,0.0
90,14,0.0,0.0,0.0,0.0
90,15,0.0,0.0,0.0,0.0
90,16,0.0,0.0,0.0,0.0
90,17,0.0,0.0,0.0,0.0
90,18,0.0,0.0,0.0,0.0
90,19,0.0,0.0,0.0,0.0
90,20,0.0,0.0,0.0,0.0
90,21,0.0,0.0,0.0,0.0
90,22,0.0,0.0,0.0,0.0
90,23,0.0,0.0,0.0,0.0
90,24,0.0,0.0,0.0,0.0
90,25,0.0,0.0,0.0,0.0
90,26,0.0,0.0,0.0,0.0
90,27,0.0,0.0,0.0,0.0
90,28,0.0,0.0,0.0,0.0
90,29,0.0,0.0,0.0,0.0
90,30,0.0,0.0,0.0,0.0
90,31,0.0,0.0,0.0,0.0
90,32,0.0,0.0,0.0,0.0
90,33,0.0,0.0,0.0,0.0
90,34,0.0,0.0,0.0,0.0
90,35,0.0,0.0,0.0,0.0
90,36,0.0,0.0,0.0,0.0
90,37,0.0,0.0,0.0,0.0
90,38,0.0,0.0,0.0,0.0
90,39,0.0,0.0,0.0,0.0
90,40,0.0,0.0,0.0,0.0
90,41,0.0,0.0,0.0,0.0
90,42,0.0,0.0,0.0,0.0
90,43,0.0,0.0,0.0,0.0
90,44,0.0,0.0,0.0,0.0
90,45,450.0000019158636,6.23515333494738e-12,2.0610471744843213e-27,0.0
90,46,464.4244885178656,48.997820486316115,0.004079763888491497,0.0
90,47,493.637492117357,24.193027904445433,0.002014363323165673,0.0
90,48,539.8733538917473,42.36413465524756,0.026069068243604852,0.0004667477843902331
90,49,599.8402342237624,1.8531476824711846,2.4261221234866944e-05,0.0
90,50,672.094589010513,9.605689174977083,0.0007854204893212586,0.0
90,51,753.0815141777384,2.243213376907648,0.0001280282930721575,0.00019585634888598605
90,52,846.4699067943942,7.2668040371093285,0.0005809796739112997,0.0
90,53,947.0974363546014,0.23058128203467904,6.302981758615632e-07,0.0
90,54,1050.044970209212,16.08844286087009,0.008371318100568119,0.0007803530278499487
90,55,1155.2279363601313,0.00029027789005089196,1.0441297483688846e-12,0.0
90,56,1259.5301079710573,2.2916713301546053e-05,6.453259868950014e-15,0.0
100,1,0.0,0.0,0.0,0.0
100,2,0.0,0.0,0.0,0.0
100,3,0.0,0.0,0.0,0.0
100,4,0.0,0.0,0.0,0.0
100,5,0.0,0.0,0.0,0.0
100,6,0.0,0.0,0.0,0.0
100,7,0.0,0.0,0.0,0.0
100,8,0.0,0.0,0.0,0.0
100,9,0.0,0.0,0.0,0.0
100,10,0.0,0.0,0.0,0.0
100,11,0.0,0.0,0.0,0.0
100,12,0.0,0.0,0.0,0.0
100,13,0.0,0.0,0.0,0.0
100,14,0.0,0.0,0.0,0.0
100,15,0.0,0.0,0.0,0.0
100,16,0.0,0.0,0.0,0.0
100,17,0.0,0.0,0.0,0.0
100,18,0.0,0.0,0.0,0.0
100,19,0.0,0.0,0.0,0.0
100,20,0.0,0.0,0.0,0.0
100,21,0.0,0.0,0.0,0.0
100,22,0.0,0.0,0.0,0.0
100,23,0.0,0.0,0.0,0.0
100,24,0.0,0.0,0.0,0.0
100,25,0.0,0.0,0.0,0.0
100,26,0.0,0.0,0.0,0.0
100,27,0.0,0.0,0.0,0.0
100,28,0.0,0.0,0.0,0.0
100,29,0.0,0.0,0.0,0.0
100,30,0.0,0.0,0.0,0.0
100,31,0.0,0.0,0.0,0.0
100,32,0.0,0.0,0.0,0.0
100,33,0.0,0.0,0.0,0.0
100,34,0.0,0.0,0.0,0.0
100,35,0.0,0.0,0.0,0.0
100,36,0.0,0.0,0.0,0.0
100,37,0.0,0.0,0.0,0.0
